listing_id,restaurant_id,date,item_name,original_price,discount_pct,discounted_price,quantity_listed,quantity_sold,quantity_wasted,option,posted_time,revenue_rescued,money_saved,food_rescued_pct,area_cluster,category,ward
L05124,R102,2026-06-12,Bún bò viên,56000,57,24000,2,1,1,delivery,15:15,24000,32000,0.5,Sinh viên,Bún bò,Phường Thủ Đức
L05125,R102,2026-06-12,Bún bò giò heo,44000,52,21000,1,0,1,delivery,15:15,0,0,0.0,Sinh viên,Bún bò,Phường Thủ Đức
L05126,R103,2026-06-12,Cơm gà luộc,42000,39,26000,5,2,3,pickup,11:15,52000,32000,0.4,Công nhân,Cơm văn phòng,Phường Đông Hòa
L05127,R103,2026-06-12,Cơm sườn đậu hũ,39000,36,25000,6,3,3,delivery,11:15,75000,42000,0.5,Công nhân,Cơm văn phòng,Phường Đông Hòa
L05128,R103,2026-06-12,Cơm gà xối mỡ,34000,33,23000,8,4,4,delivery,11:15,92000,44000,0.5,Công nhân,Cơm văn phòng,Phường Đông Hòa
L05129,R104,2026-06-12,Bánh mì chả lụa,30000,52,14000,1,0,1,pickup,19:00,0,0,0.0,Dân cư đông,Bánh mì,Phường Thông Tây Hội
L05130,R104,2026-06-12,Bánh mì xíu mại,23000,54,11000,1,0,1,pickup,19:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Thông Tây Hội
L05131,R104,2026-06-12,Bánh mì gà,21000,53,10000,1,0,1,pickup,19:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Thông Tây Hội
L05132,R104,2026-06-12,Bánh mì trứng,19000,49,10000,1,0,1,pickup,19:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Thông Tây Hội
L05133,R104,2026-06-12,Bánh mì thịt nguội,28000,45,15000,1,0,1,pickup,19:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Thông Tây Hội
L05134,R105,2026-06-12,Bánh mì trứng,16000,30,11000,6,2,4,pickup,16:45,22000,10000,0.333,Sinh viên,Bánh mì,Phường Tam Bình
L05135,R105,2026-06-12,Bánh mì chả lụa,22000,30,15000,4,2,2,pickup,16:15,30000,14000,0.5,Sinh viên,Bánh mì,Phường Tam Bình
L05136,R106,2026-06-12,Phở bò tái,60000,58,25000,8,5,3,pickup,11:15,125000,175000,0.625,Công nhân,Phở,Phường An Phú
L05137,R106,2026-06-12,Phở bò chín,53000,59,22000,6,5,1,pickup,11:45,110000,155000,0.833,Công nhân,Phở,Phường An Phú
L05138,R106,2026-06-12,Phở bò viên,52000,59,21000,8,6,2,pickup,11:15,126000,186000,0.75,Công nhân,Phở,Phường An Phú
L05139,R107,2026-06-12,Hủ tiếu mì,43000,39,26000,17,8,9,pickup,09:45,208000,136000,0.471,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L05140,R108,2026-06-12,Cơm tấm sườn trứng,36000,46,19000,4,2,2,pickup,16:15,38000,34000,0.5,Sinh viên,Cơm tấm,Phường Thủ Đức
L05141,R108,2026-06-12,Cơm tấm sườn nướng,40000,45,22000,3,1,2,delivery,16:00,22000,18000,0.333,Sinh viên,Cơm tấm,Phường Thủ Đức
L05142,R108,2026-06-12,Cơm tấm sườn bì chả,28000,51,14000,4,2,2,pickup,16:15,28000,28000,0.5,Sinh viên,Cơm tấm,Phường Thủ Đức
L05143,R108,2026-06-12,Cơm tấm bì,34000,49,17000,4,2,2,delivery,16:00,34000,34000,0.5,Sinh viên,Cơm tấm,Phường Thủ Đức
L05144,R109,2026-06-12,Hủ tiếu thập cẩm,47000,57,20000,1,0,1,delivery,11:30,0,0,0.0,Trung tâm,Hủ tiếu,Phường Sài Gòn
L05145,R109,2026-06-12,Hủ tiếu bò kho,59000,59,24000,1,0,1,pickup,11:30,0,0,0.0,Trung tâm,Hủ tiếu,Phường Sài Gòn
L05146,R109,2026-06-12,Hủ tiếu sa tế,48000,55,22000,1,0,1,delivery,11:15,0,0,0.0,Trung tâm,Hủ tiếu,Phường Sài Gòn
L05147,R110,2026-06-12,Phở bò viên,60000,59,25000,4,3,1,delivery,10:00,75000,105000,0.75,Sinh viên,Phở,Phường Hiệp Bình
L05148,R110,2026-06-12,Phở bò tái,42000,59,17000,3,2,1,delivery,10:30,34000,50000,0.667,Sinh viên,Phở,Phường Hiệp Bình
L05149,R111,2026-06-12,Bánh mì trứng,23000,51,11000,5,4,1,delivery,09:00,44000,48000,0.8,Sinh viên,Bánh mì,Phường Long Bình
L05150,R112,2026-06-12,Hủ tiếu Nam Vang,42000,47,22000,1,0,1,pickup,11:45,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L05151,R112,2026-06-12,Hủ tiếu sa tế,49000,53,23000,1,0,1,pickup,11:30,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L05152,R112,2026-06-12,Hủ tiếu bò kho,46000,55,21000,1,0,1,pickup,11:30,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L05153,R112,2026-06-12,Hủ tiếu thập cẩm,42000,51,21000,1,0,1,delivery,11:30,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L05154,R112,2026-06-12,Hủ tiếu mì,41000,53,19000,1,0,1,pickup,11:00,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L05155,R113,2026-06-12,Bánh mì xíu mại,21000,52,10000,1,0,1,delivery,10:00,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Hòa
L05156,R113,2026-06-12,Bánh mì thịt nguội,33000,45,18000,1,0,1,delivery,10:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Hòa
L05157,R113,2026-06-12,Bánh mì gà,26000,48,14000,1,0,1,delivery,10:00,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Hòa
L05158,R113,2026-06-12,Bánh mì chả lụa,25000,50,12000,1,0,1,delivery,10:45,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Hòa
L05159,R113,2026-06-12,Bánh mì trứng,23000,45,13000,1,0,1,delivery,10:45,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Hòa
L05160,R114,2026-06-12,Cơm canh chua,46000,47,24000,1,0,1,delivery,10:15,0,0,0.0,Công nhân,Cơm văn phòng,Phường Bình Hòa
L05161,R114,2026-06-12,Cơm gà luộc,38000,44,21000,1,0,1,delivery,10:30,0,0,0.0,Công nhân,Cơm văn phòng,Phường Bình Hòa
L05162,R114,2026-06-12,Cơm thịt kho trứng,49000,47,26000,1,0,1,delivery,10:45,0,0,0.0,Công nhân,Cơm văn phòng,Phường Bình Hòa
L05163,R114,2026-06-12,Cơm sườn đậu hũ,36000,46,19000,1,0,1,pickup,10:30,0,0,0.0,Công nhân,Cơm văn phòng,Phường Bình Hòa
L05164,R115,2026-06-12,Cơm tấm sườn bì chả,46000,46,25000,1,0,1,delivery,14:00,0,0,0.0,Dân cư đông,Cơm tấm,Phường Khánh Hội
L05165,R115,2026-06-12,Cơm tấm sườn nướng,45000,41,27000,1,0,1,delivery,14:30,0,0,0.0,Dân cư đông,Cơm tấm,Phường Khánh Hội
L05166,R116,2026-06-12,Cơm gà xối mỡ,37000,44,21000,2,1,1,pickup,20:00,21000,16000,0.5,Dân cư đông,Cơm văn phòng,Phường Bình Lợi Trung
L05167,R116,2026-06-12,Cơm sườn đậu hũ,45000,40,27000,2,1,1,delivery,20:45,27000,18000,0.5,Dân cư đông,Cơm văn phòng,Phường Bình Lợi Trung
L05168,R117,2026-06-12,Bánh mì trứng,21000,45,12000,1,0,1,delivery,09:00,0,0,0.0,Sinh viên,Bánh mì,Phường Hiệp Bình
L05169,R117,2026-06-12,Bánh mì chả lụa,20000,41,12000,1,0,1,delivery,09:15,0,0,0.0,Sinh viên,Bánh mì,Phường Hiệp Bình
L05170,R117,2026-06-12,Bánh mì gà,23000,36,15000,1,0,1,delivery,09:00,0,0,0.0,Sinh viên,Bánh mì,Phường Hiệp Bình
L05171,R118,2026-06-12,Bánh mì thịt nguội,23000,33,15000,4,1,3,pickup,10:15,15000,8000,0.25,Dân cư đông,Bánh mì,Phường Gò Vấp
L05172,R118,2026-06-12,Bánh mì chả lụa,19000,31,13000,3,1,2,pickup,10:15,13000,6000,0.333,Dân cư đông,Bánh mì,Phường Gò Vấp
L05173,R118,2026-06-12,Bánh mì xíu mại,20000,34,13000,3,1,2,pickup,10:30,13000,7000,0.333,Dân cư đông,Bánh mì,Phường Gò Vấp
L05174,R119,2026-06-12,Bún bò thập cẩm,41000,54,19000,7,5,2,pickup,14:30,95000,110000,0.714,Công nhân,Bún bò,Phường Đông Hòa
L05175,R120,2026-06-12,Bún bò thập cẩm,52000,50,26000,1,0,1,pickup,11:15,0,0,0.0,Dân cư đông,Bún bò,Phường Hạnh Thông
L05176,R120,2026-06-12,Bún bò giò heo,42000,58,18000,1,0,1,pickup,11:45,0,0,0.0,Dân cư đông,Bún bò,Phường Hạnh Thông
L05177,R120,2026-06-12,Bún bò Huế đặc biệt,49000,57,21000,2,1,1,pickup,11:15,21000,28000,0.5,Dân cư đông,Bún bò,Phường Hạnh Thông
L05178,R120,2026-06-12,Bún bò gân,45000,58,19000,1,0,1,pickup,11:45,0,0,0.0,Dân cư đông,Bún bò,Phường Hạnh Thông
L05179,R120,2026-06-12,Bún bò viên,58000,55,26000,1,0,1,pickup,11:30,0,0,0.0,Dân cư đông,Bún bò,Phường Hạnh Thông
L05180,R121,2026-06-12,Cơm sườn đậu hũ,42000,33,28000,1,0,1,pickup,12:45,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường Gò Vấp
L05181,R121,2026-06-12,Cơm gà luộc,30000,34,20000,1,0,1,pickup,12:15,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường Gò Vấp
L05182,R121,2026-06-12,Cơm thịt kho trứng,28000,39,17000,1,0,1,pickup,12:00,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường Gò Vấp
L05183,R121,2026-06-12,Cơm canh chua,44000,39,27000,1,0,1,pickup,12:45,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường Gò Vấp
L05184,R121,2026-06-12,Cơm gà xối mỡ,39000,36,25000,1,0,1,pickup,12:15,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường Gò Vấp
L05185,R122,2026-06-12,Bún riêu cua đồng,39000,47,21000,7,4,3,pickup,09:00,84000,72000,0.571,Sinh viên,Bún riêu,Phường Linh Xuân
L05186,R123,2026-06-12,Cơm gà xối mỡ,34000,50,17000,13,9,4,pickup,16:45,153000,153000,0.692,Sinh viên,Cơm văn phòng,Phường Bình Trưng
L05187,R124,2026-06-12,Bún bò giò heo,56000,32,38000,3,0,3,pickup,15:15,0,0,0.0,Sinh viên,Bún bò,Phường Cát Lái
L05188,R124,2026-06-12,Bún bò thập cẩm,42000,30,29000,2,1,1,delivery,15:00,29000,13000,0.5,Sinh viên,Bún bò,Phường Cát Lái
L05189,R124,2026-06-12,Bún bò Huế đặc biệt,48000,34,32000,3,1,2,pickup,15:45,32000,16000,0.333,Sinh viên,Bún bò,Phường Cát Lái
L05190,R124,2026-06-12,Bún bò gân,56000,30,39000,3,1,2,delivery,15:45,39000,17000,0.333,Sinh viên,Bún bò,Phường Cát Lái
L05191,R124,2026-06-12,Bún bò viên,45000,35,29000,3,1,2,pickup,15:45,29000,16000,0.333,Sinh viên,Bún bò,Phường Cát Lái
L05192,R125,2026-06-12,Bánh mì thịt nguội,27000,50,14000,3,2,1,pickup,15:45,28000,26000,0.667,Công nhân,Bánh mì,Phường Lái Thiêu
L05193,R125,2026-06-12,Bánh mì trứng,21000,49,11000,2,1,1,delivery,15:00,11000,10000,0.5,Công nhân,Bánh mì,Phường Lái Thiêu
L05194,R126,2026-06-12,Phở bò viên,52000,33,35000,2,0,2,delivery,11:00,0,0,0.0,Dân cư đông,Phở,Phường Gò Vấp
L05195,R126,2026-06-12,Phở bò tái,56000,33,38000,2,1,1,delivery,11:00,38000,18000,0.5,Dân cư đông,Phở,Phường Gò Vấp
L05196,R126,2026-06-12,Phở bò tái nạm,55000,37,35000,2,1,1,delivery,11:15,35000,20000,0.5,Dân cư đông,Phở,Phường Gò Vấp
L05197,R126,2026-06-12,Phở gà,50000,39,30000,2,0,2,delivery,11:15,0,0,0.0,Dân cư đông,Phở,Phường Gò Vấp
L05198,R126,2026-06-12,Phở bò chín,43000,33,29000,3,1,2,delivery,11:15,29000,14000,0.333,Dân cư đông,Phở,Phường Gò Vấp
L05199,R127,2026-06-12,Cơm thịt kho trứng,43000,39,26000,2,0,2,delivery,18:00,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường Tân Sơn Nhất
L05200,R127,2026-06-12,Cơm gà xối mỡ,31000,39,19000,3,1,2,delivery,18:00,19000,12000,0.333,Dân cư đông,Cơm văn phòng,Phường Tân Sơn Nhất
L05201,R127,2026-06-12,Cơm canh chua,30000,37,19000,2,0,2,delivery,18:15,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường Tân Sơn Nhất
L05202,R127,2026-06-12,Cơm sườn đậu hũ,40000,39,24000,2,0,2,delivery,18:45,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường Tân Sơn Nhất
L05203,R127,2026-06-12,Cơm gà luộc,33000,37,21000,2,1,1,delivery,18:00,21000,12000,0.5,Dân cư đông,Cơm văn phòng,Phường Tân Sơn Nhất
L05204,R128,2026-06-12,Bánh mì chả lụa,31000,34,20000,4,1,3,delivery,18:15,20000,11000,0.25,Trung tâm,Bánh mì,Phường Đức Nhuận
L05205,R128,2026-06-12,Bánh mì trứng,35000,36,22000,4,1,3,delivery,18:00,22000,13000,0.25,Trung tâm,Bánh mì,Phường Đức Nhuận
L05206,R129,2026-06-12,Phở bò viên,54000,53,25000,2,1,1,pickup,11:30,25000,29000,0.5,Công nhân,Phở,Phường Dĩ An
L05207,R129,2026-06-12,Phở bò tái,48000,47,25000,2,1,1,pickup,11:30,25000,23000,0.5,Công nhân,Phở,Phường Dĩ An
L05208,R129,2026-06-12,Phở bò tái nạm,48000,55,22000,2,1,1,pickup,11:00,22000,26000,0.5,Công nhân,Phở,Phường Dĩ An
L05209,R130,2026-06-12,Phở bò viên,45000,49,23000,3,2,1,delivery,10:00,46000,44000,0.667,Công nhân,Phở,Phường Lái Thiêu
L05210,R130,2026-06-12,Phở gà,49000,49,25000,4,3,1,delivery,10:30,75000,72000,0.75,Công nhân,Phở,Phường Lái Thiêu
L05211,R130,2026-06-12,Phở bò tái nạm,45000,46,24000,3,2,1,delivery,10:00,48000,42000,0.667,Công nhân,Phở,Phường Lái Thiêu
L05212,R130,2026-06-12,Phở bò chín,48000,39,29000,3,1,2,delivery,10:45,29000,19000,0.333,Công nhân,Phở,Phường Lái Thiêu
L05213,R131,2026-06-12,Bún bò Huế đặc biệt,54000,57,23000,1,0,1,delivery,20:15,0,0,0.0,Sinh viên,Bún bò,Phường Phước Long
L05214,R131,2026-06-12,Bún bò gân,50000,53,24000,1,0,1,delivery,20:15,0,0,0.0,Sinh viên,Bún bò,Phường Phước Long
L05215,R131,2026-06-12,Bún bò thập cẩm,57000,54,26000,1,0,1,pickup,20:30,0,0,0.0,Sinh viên,Bún bò,Phường Phước Long
L05216,R131,2026-06-12,Bún bò viên,54000,53,25000,1,0,1,delivery,20:15,0,0,0.0,Sinh viên,Bún bò,Phường Phước Long
L05217,R132,2026-06-12,Cơm canh chua,41000,45,23000,3,1,2,pickup,09:30,23000,18000,0.333,Sinh viên,Cơm văn phòng,Phường Linh Xuân
L05218,R132,2026-06-12,Cơm gà xối mỡ,35000,49,18000,4,2,2,delivery,09:15,36000,34000,0.5,Sinh viên,Cơm văn phòng,Phường Linh Xuân
L05219,R132,2026-06-12,Cơm sườn đậu hũ,29000,48,15000,3,1,2,delivery,09:45,15000,14000,0.333,Sinh viên,Cơm văn phòng,Phường Linh Xuân
L05220,R133,2026-06-12,Hủ tiếu Nam Vang,54000,37,34000,11,5,6,delivery,15:30,170000,100000,0.455,Sinh viên,Hủ tiếu,Phường Cát Lái
L05221,R134,2026-06-12,Cơm tấm sườn nướng,42000,32,29000,1,0,1,delivery,15:45,0,0,0.0,Dân cư đông,Cơm tấm,Phường An Nhơn
L05222,R134,2026-06-12,Cơm tấm sườn bì chả,49000,33,33000,1,0,1,delivery,15:15,0,0,0.0,Dân cư đông,Cơm tấm,Phường An Nhơn
L05223,R134,2026-06-12,Cơm tấm đặc biệt,40000,30,28000,1,0,1,delivery,15:00,0,0,0.0,Dân cư đông,Cơm tấm,Phường An Nhơn
L05224,R135,2026-06-12,Bún bò Huế đặc biệt,44000,49,22000,6,4,2,pickup,20:30,88000,88000,0.667,Sinh viên,Bún bò,Phường Cát Lái
L05225,R135,2026-06-12,Bún bò thập cẩm,54000,49,28000,5,3,2,pickup,20:45,84000,78000,0.6,Sinh viên,Bún bò,Phường Cát Lái
L05226,R135,2026-06-12,Bún bò gân,47000,44,26000,7,3,4,pickup,20:45,78000,63000,0.429,Sinh viên,Bún bò,Phường Cát Lái
L05227,R136,2026-06-12,Bún bò gân,54000,58,23000,7,5,2,pickup,10:15,115000,155000,0.714,Công nhân,Bún bò,Phường Đông Hòa
L05228,R136,2026-06-12,Bún bò giò heo,53000,60,21000,7,5,2,pickup,10:30,105000,160000,0.714,Công nhân,Bún bò,Phường Đông Hòa
L05229,R136,2026-06-12,Bún bò Huế đặc biệt,49000,57,21000,7,6,1,pickup,10:00,126000,168000,0.857,Công nhân,Bún bò,Phường Đông Hòa
L05230,R137,2026-06-12,Hủ tiếu bò kho,59000,50,30000,1,0,1,delivery,15:30,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Tân Sơn Nhất
L05231,R137,2026-06-12,Hủ tiếu thập cẩm,46000,50,23000,1,0,1,delivery,15:45,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Tân Sơn Nhất
L05232,R137,2026-06-12,Hủ tiếu mì,55000,47,29000,1,0,1,delivery,15:15,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Tân Sơn Nhất
L05233,R137,2026-06-12,Hủ tiếu Nam Vang,44000,41,26000,1,0,1,delivery,15:15,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Tân Sơn Nhất
L05234,R137,2026-06-12,Hủ tiếu sa tế,45000,45,25000,1,0,1,delivery,15:30,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Tân Sơn Nhất
L05235,R138,2026-06-12,Cơm tấm sườn nướng,27000,57,12000,1,0,1,delivery,16:30,0,0,0.0,Công nhân,Cơm tấm,Phường Đông Hòa
L05236,R138,2026-06-12,Cơm tấm sườn bì chả,43000,53,20000,1,0,1,delivery,16:45,0,0,0.0,Công nhân,Cơm tấm,Phường Đông Hòa
L05237,R138,2026-06-12,Cơm tấm sườn trứng,41000,53,19000,1,0,1,delivery,16:30,0,0,0.0,Công nhân,Cơm tấm,Phường Đông Hòa
L05238,R138,2026-06-12,Cơm tấm đặc biệt,31000,59,13000,1,0,1,delivery,16:30,0,0,0.0,Công nhân,Cơm tấm,Phường Đông Hòa
L05239,R139,2026-06-12,Bánh mì trứng,24000,57,10000,3,2,1,delivery,09:45,20000,28000,0.667,Ngoại ô,Bánh mì,Xã Bà Điểm
L05240,R139,2026-06-12,Bánh mì chả lụa,32000,54,15000,3,2,1,delivery,09:15,30000,34000,0.667,Ngoại ô,Bánh mì,Xã Bà Điểm
L05241,R139,2026-06-12,Bánh mì xíu mại,34000,53,16000,3,2,1,delivery,09:30,32000,36000,0.667,Ngoại ô,Bánh mì,Xã Bà Điểm
L05242,R140,2026-06-12,Bún riêu thập cẩm,40000,38,25000,6,2,4,delivery,17:45,50000,30000,0.333,Ngoại ô,Bún riêu,Xã Hiệp Phước
L05243,R140,2026-06-12,Bún riêu cua đồng,43000,41,25000,5,3,2,pickup,17:45,75000,54000,0.6,Ngoại ô,Bún riêu,Xã Hiệp Phước
L05244,R141,2026-06-12,Cơm sườn đậu hũ,38000,35,25000,2,0,2,delivery,15:30,0,0,0.0,Sinh viên,Cơm văn phòng,Phường Long Bình
L05245,R141,2026-06-12,Cơm gà luộc,30000,30,21000,2,1,1,delivery,15:45,21000,9000,0.5,Sinh viên,Cơm văn phòng,Phường Long Bình
L05246,R142,2026-06-12,Bún riêu cua đồng,45000,43,26000,5,3,2,pickup,11:00,78000,57000,0.6,Công nhân,Bún riêu,Phường Thuận An
L05247,R142,2026-06-12,Bún riêu cua mọc,44000,44,25000,5,2,3,pickup,11:45,50000,38000,0.4,Công nhân,Bún riêu,Phường Thuận An
L05248,R142,2026-06-12,Bún riêu cua,44000,49,22000,5,3,2,pickup,11:00,66000,66000,0.6,Công nhân,Bún riêu,Phường Thuận An
L05249,R142,2026-06-12,Bún riêu thập cẩm,50000,46,27000,6,4,2,pickup,11:00,108000,92000,0.667,Công nhân,Bún riêu,Phường Thuận An
L05250,R143,2026-06-12,Bánh mì thịt nguội,29000,43,17000,2,1,1,pickup,16:30,17000,12000,0.5,Sinh viên,Bánh mì,Phường Cát Lái
L05251,R143,2026-06-12,Bánh mì trứng,24000,46,13000,3,1,2,delivery,16:15,13000,11000,0.333,Sinh viên,Bánh mì,Phường Cát Lái
L05252,R143,2026-06-12,Bánh mì gà,27000,49,14000,2,1,1,delivery,16:30,14000,13000,0.5,Sinh viên,Bánh mì,Phường Cát Lái
L05253,R143,2026-06-12,Bánh mì xíu mại,27000,42,16000,2,1,1,delivery,16:30,16000,11000,0.5,Sinh viên,Bánh mì,Phường Cát Lái
L05254,R144,2026-06-12,Bún bò Huế đặc biệt,39000,60,16000,3,2,1,pickup,15:15,32000,46000,0.667,Sinh viên,Bún bò,Phường Phước Long
L05255,R144,2026-06-12,Bún bò viên,50000,59,20000,3,2,1,pickup,15:30,40000,60000,0.667,Sinh viên,Bún bò,Phường Phước Long
L05256,R144,2026-06-12,Bún bò giò heo,55000,60,22000,4,3,1,pickup,15:15,66000,99000,0.75,Sinh viên,Bún bò,Phường Phước Long
L05257,R145,2026-06-12,Cơm tấm sườn nướng,36000,45,20000,1,0,1,delivery,19:30,0,0,0.0,Trung tâm,Cơm tấm,Phường Phú Nhuận
L05258,R145,2026-06-12,Cơm tấm sườn bì chả,38000,49,19000,1,0,1,delivery,19:30,0,0,0.0,Trung tâm,Cơm tấm,Phường Phú Nhuận
L05259,R145,2026-06-12,Cơm tấm đặc biệt,26000,46,14000,2,1,1,pickup,19:30,14000,12000,0.5,Trung tâm,Cơm tấm,Phường Phú Nhuận
L05260,R145,2026-06-12,Cơm tấm sườn trứng,38000,50,19000,2,1,1,pickup,19:15,19000,19000,0.5,Trung tâm,Cơm tấm,Phường Phú Nhuận
L05261,R146,2026-06-12,Bún bò giò heo,47000,49,24000,2,1,1,pickup,16:15,24000,23000,0.5,Công nhân,Bún bò,Phường Tân Đông Hiệp
L05262,R146,2026-06-12,Bún bò thập cẩm,43000,53,20000,2,1,1,delivery,16:30,20000,23000,0.5,Công nhân,Bún bò,Phường Tân Đông Hiệp
L05263,R146,2026-06-12,Bún bò viên,45000,56,20000,2,1,1,pickup,16:30,20000,25000,0.5,Công nhân,Bún bò,Phường Tân Đông Hiệp
L05264,R147,2026-06-12,Phở gà,52000,32,35000,4,1,3,delivery,14:15,35000,17000,0.25,Công nhân,Phở,Phường Dĩ An
L05265,R147,2026-06-12,Phở bò chín,45000,30,31000,3,1,2,delivery,14:00,31000,14000,0.333,Công nhân,Phở,Phường Dĩ An
L05266,R148,2026-06-12,Bún bò gân,52000,30,36000,3,1,2,pickup,17:30,36000,16000,0.333,Trung tâm,Bún bò,Phường Cầu Kiệu
L05267,R148,2026-06-12,Bún bò thập cẩm,47000,36,30000,4,1,3,pickup,17:45,30000,17000,0.25,Trung tâm,Bún bò,Phường Cầu Kiệu
L05268,R149,2026-06-12,Bún bò Huế đặc biệt,51000,37,32000,15,8,7,pickup,13:15,256000,152000,0.533,Sinh viên,Bún bò,Phường An Khánh
L05269,R000,2026-06-13,Bún bò viên,45000,36,29000,7,3,4,delivery,18:45,87000,48000,0.429,Công nhân,Bún bò,Phường Đông Hòa
L05270,R000,2026-06-13,Bún bò giò heo,49000,37,31000,10,5,5,pickup,18:00,155000,90000,0.5,Công nhân,Bún bò,Phường Đông Hòa
L05271,R000,2026-06-13,Bún bò thập cẩm,44000,33,29000,7,4,3,delivery,18:15,116000,60000,0.571,Công nhân,Bún bò,Phường Đông Hòa
L05272,R001,2026-06-13,Cơm tấm sườn trứng,41000,45,23000,2,1,1,pickup,19:30,23000,18000,0.5,Ngoại ô,Cơm tấm,Xã Bình Chánh
L05273,R001,2026-06-13,Cơm tấm sườn bì chả,31000,36,20000,1,0,1,pickup,19:15,0,0,0.0,Ngoại ô,Cơm tấm,Xã Bình Chánh
L05274,R001,2026-06-13,Cơm tấm sườn nướng,40000,39,24000,1,0,1,pickup,19:45,0,0,0.0,Ngoại ô,Cơm tấm,Xã Bình Chánh
L05275,R002,2026-06-13,Hủ tiếu thập cẩm,50000,33,34000,2,0,2,delivery,20:15,0,0,0.0,Dân cư đông,Hủ tiếu,Phường An Nhơn
L05276,R002,2026-06-13,Hủ tiếu Nam Vang,55000,34,36000,2,1,1,pickup,20:00,36000,19000,0.5,Dân cư đông,Hủ tiếu,Phường An Nhơn
L05277,R002,2026-06-13,Hủ tiếu bò kho,52000,39,32000,2,1,1,delivery,20:30,32000,20000,0.5,Dân cư đông,Hủ tiếu,Phường An Nhơn
L05278,R002,2026-06-13,Hủ tiếu mì,49000,41,29000,3,1,2,pickup,20:00,29000,20000,0.333,Dân cư đông,Hủ tiếu,Phường An Nhơn
L05279,R002,2026-06-13,Hủ tiếu sa tế,58000,42,34000,3,1,2,delivery,20:30,34000,24000,0.333,Dân cư đông,Hủ tiếu,Phường An Nhơn
L05280,R003,2026-06-13,Phở bò chín,60000,52,29000,5,3,2,delivery,18:15,87000,93000,0.6,Công nhân,Phở,Phường Bình Hòa
L05281,R003,2026-06-13,Phở bò tái nạm,40000,56,18000,6,5,1,delivery,18:15,90000,110000,0.833,Công nhân,Phở,Phường Bình Hòa
L05282,R003,2026-06-13,Phở bò tái,52000,56,23000,5,4,1,pickup,18:00,92000,116000,0.8,Công nhân,Phở,Phường Bình Hòa
L05283,R003,2026-06-13,Phở bò viên,46000,50,23000,6,4,2,delivery,18:15,92000,92000,0.667,Công nhân,Phở,Phường Bình Hòa
L05284,R004,2026-06-13,Hủ tiếu bò kho,44000,54,20000,1,0,1,delivery,16:30,0,0,0.0,Sinh viên,Hủ tiếu,Phường Cát Lái
L05285,R004,2026-06-13,Hủ tiếu mì,45000,55,20000,1,0,1,delivery,16:15,0,0,0.0,Sinh viên,Hủ tiếu,Phường Cát Lái
L05286,R004,2026-06-13,Hủ tiếu sa tế,48000,50,24000,1,0,1,delivery,16:30,0,0,0.0,Sinh viên,Hủ tiếu,Phường Cát Lái
L05287,R004,2026-06-13,Hủ tiếu Nam Vang,39000,52,19000,1,0,1,delivery,16:30,0,0,0.0,Sinh viên,Hủ tiếu,Phường Cát Lái
L05288,R005,2026-06-13,Hủ tiếu sa tế,40000,48,21000,3,2,1,pickup,10:00,42000,38000,0.667,Sinh viên,Hủ tiếu,Phường Long Bình
L05289,R005,2026-06-13,Hủ tiếu bò kho,46000,47,24000,4,2,2,pickup,10:15,48000,44000,0.5,Sinh viên,Hủ tiếu,Phường Long Bình
L05290,R005,2026-06-13,Hủ tiếu mì,62000,50,31000,3,1,2,pickup,10:15,31000,31000,0.333,Sinh viên,Hủ tiếu,Phường Long Bình
L05291,R005,2026-06-13,Hủ tiếu thập cẩm,52000,47,28000,4,2,2,pickup,10:45,56000,48000,0.5,Sinh viên,Hủ tiếu,Phường Long Bình
L05292,R006,2026-06-13,Bún bò giò heo,54000,46,29000,2,1,1,delivery,17:45,29000,25000,0.5,Trung tâm,Bún bò,Phường Nhiêu Lộc
